,airline_sentiment,airline,name,text,date
14122,negative,American,SentieriMelinda,@AmericanAir yes but we HAVE TO GET HOME TOMORROW!!!! Please,2015-02-22
14123,negative,American,RalphPearce3,@AmericanAir unfriendly unhelpful agents. Unannounced gate changes. Delayed flight that we found out about by word of mouth,2015-02-22
14124,negative,American,drguzman,@AmericanAir flight 3056 still sitting at DFW waiting for baggage to be loaded,2015-02-22
14125,negative,American,squishtine,@AmericanAir I tried several times to select seats. The only ones ever available would've cost me $30 extra per seat.,2015-02-22
14126,negative,American,joeyquart,@AmericanAir we need a miracle @slcairport please help flight 1228 get out of here by 640 #FingersCrossed #pleasegod #missmykids,2015-02-22
14127,neutral,American,sigmanu56,@AmericanAir 3198 to AEX. Is it still going?,2015-02-22
14128,negative,American,WishUpon_26,@AmericanAir i do not want to stay overnight at this airport! I have been here since 11 am this morning!,2015-02-22
14129,negative,American,quadbaconHD,@AmericanAir finally about to take off! Thanks for the customer service by the g8 reps @ c17 @ CTL. Any idea what caused the system failure?,2015-02-22
14130,negative,American,KearyDennison,@AmericanAir Trying to rebook a flight with you because of Cancelled Flightlation is a nightmare.  I was hung up on once. Can you help me rebook?,2015-02-22
14131,negative,American,WishUpon_26,"@AmericanAir i have tried getting help from agents, the phone, twitter, and FB. Can no one at American Airlines help me?",2015-02-22
14132,negative,American,lifeletterj,@AmericanAir Close down,2015-02-22
14133,positive,American,jlr0117,@AmericanAir it was 1265 coming and next catching 2396 home to DCA. Let's get another great leg too tonight!,2015-02-22
14134,positive,American,jadedhippie09,@AmericanAir i appreciate your apology. Sincerely. Thank you. That's really all I ever wanted to begin with.,2015-02-22
14135,negative,American,johnruvolo,@AmericanAir AA 100 - good job overselling this flight. Delayed 90 minutes to deplane the overflow passengers' bags.,2015-02-22
14136,negative,American,MariaJesusV,@AmericanAir I’ve been on the line waiting for 40 minutes again.,2015-02-22
14137,negative,American,Davitossss,@AmericanAir you know nothing about customer service and I'll make sure everyone knows it,2015-02-22
14138,negative,American,Apas717,@AmericanAir I understand flight Cancelled Flightation but not being able to get through to change that flight for 6 hrs is not acceptable.,2015-02-22
14139,negative,American,Davitossss,@AmericanAir now I have to pay for a hotel a car ride miss classes which I pay 30k for and miss work and you tell me to talk to someone,2015-02-22
14140,negative,American,Davitossss,@AmericanAir your 1800 kept hanging up on me and made me miss a second flight,2015-02-22
14141,negative,American,GMFujarski,@AmericanAir yeah that's not helping. Having my bag shipped to the correct city the first time probably would have helped.,2015-02-22
14142,negative,American,Davitossss,@AmericanAir I did 50 times and no one was helpful I'm missing work nd school nd the manager REM from mia told me he didn't want to talk us,2015-02-22
14143,negative,American,2tsieRole,@AmericanAir My flight to @dfwairport was Cancelled Flightled. Mess ensued. Please thank the awesome Marcos (Concierge Key @ GRU) for sorting it out!,2015-02-22
14144,negative,American,KottemannFYW,@AmericanAir I haven't been rebooked. I called and left my number for a callback but haven't heard anything and my flight is tomorrow. :(,2015-02-22
14145,negative,American,DrDemetre,@AmericanAir not enough push crews for JFK = 1.5 he delay and counting....,2015-02-22
14146,negative,American,thebrainlair,@AmericanAir I cannot believe how long flight 759 PHI  is taking. I know it's US Airways but you own it. I would really like to get home.,2015-02-22
14147,negative,American,SeguineJ,@AmericanAir Hopefully you guys are willing to cover my lovely car rental and living charges...I love being here for two extra days..,2015-02-22
14148,negative,American,ProConPartners,@AmericanAir Same as yesterday's Cancelled Flighted flight. AA104. Your customer support is just awful!,2015-02-22
14149,negative,American,tyfletch,@AmericanAir big surprise flight 2330 is delayed. Hopefully not for 6 hours like our flight here.  Thanks again for a sleepless night.,2015-02-22
14150,negative,American,Gregm528,@AmericanAir really? Not even worthy of a response. This is beginning of a social media alert to the world that AA and @USAirways are useles,2015-02-22
14151,negative,American,stephaniestran,@AmericanAir Hi AA friends! My sis's flight AA362 DFW&gt;&gt;MKE was Cancelled Flighted due to weather. Any way you can help here? What are her options?,2015-02-22
14152,negative,American,PhilHagen,@AmericanAir is that something the crew on the current leg can request of the gate team on the next leg?,2015-02-22
14153,negative,American,JaJillian,@AmericanAir I have not. There's no option for even getting a call back!,2015-02-22
14154,negative,American,ti2469,@AmericanAir tomorrows flight Cancelled Flighted. I understand. Three hour wait for a call back and now 60 minutes on hold. Not cool.,2015-02-22
14155,negative,American,HaileyUrban,@AmericanAir all flights Cancelled Flighted tomorrow and that means I'm stranded at the airport for the night... wow.,2015-02-22
14156,negative,American,agoldenbrown,@AmericanAir how hard is it to have catering ready to go?,2015-02-22
14157,negative,American,joerago,@AmericanAir Why does your iPhone app not have any sort of notifications option?,2015-02-22
14158,negative,American,agoldenbrown,@AmericanAir this is unbelievable and unacceptable. Flight #293. JFK. Everyone at the gate is upset as most of us have been here all day.,2015-02-22
14159,negative,American,TheJoshAbides,"@AmericanAir I made my flight but then still had no update emails when I landed, no info ever sent on that or second flight. Losing my biz.",2015-02-22
14160,negative,American,drguzman,@AmericanAir flight 3056 DFW still has all passengers sitting on the plane waiting for luggage to be loaded - still waiting,2015-02-22
14161,negative,American,agoldenbrown,@AmericanAir I still am not on a flight. Ive been here allll day and now we're not boarding because we're waiting for catering?,2015-02-22
14162,negative,American,debby_hester,@AmericanAir my husband and 5 year old son stuck overnight in DC thanks to 7 crew members arguing over who was boarding the flight,2015-02-22
14163,negative,American,WishUpon_26,@AmericanAir if this is how you guys work then i will never fly with you guys again.,2015-02-22
14164,positive,American,Gamerguy212,"@AmericanAir versus @JetBlue 
in Customer Service?
Who will win!
For Me @AmericanAir is a convenience to a trip to Cali &lt;3",2015-02-22
14165,negative,American,KaelaMari,"@AmericanAir agents refuse to help, ""too busy"" &amp; need to call advantage#. NO ONE willing to help and apparently being exec plat means ZERO",2015-02-22
14166,negative,American,grant_person,@AmericanAir fight got Cancelled Flighted can u help me rebook a flight?  Call center is too busy to answer calls or even put me on hold #yuck,2015-02-22
14167,neutral,American,JulianaSheldon,@AmericanAir you should be contacting her for a refund - dm me and I will provide phone number,2015-02-22
14168,negative,American,tampajody,@AmericanAir ah if only we could get through. We've tried for over 2 hrs. Can we call @united?,2015-02-22
14169,negative,American,agoldenbrown,@AmericanAir this is ridiculous! You all really have terrible customer service and a lack of urgency. Im convinced.,2015-02-22
14170,negative,American,JulianaSheldon,"@AmericanAir of course it wasn't your intention, issue lies in lack of response. she did contact you directly; she sat on hold for 50 mins",2015-02-22
14171,negative,American,WishUpon_26,@AmericanAir I have been waiting at this airport since 11 am and have to wait until 8:30 tomorrow and cannot get any sort of help!,2015-02-22
14172,negative,American,poolinenaidoo,@AmericanAir pathetic to have your gate agents lie to my face when you are at fault,2015-02-22
14173,negative,American,DuaneNClark,@AmericanAir trying to check in for flight. On line not working &amp; agents too busy to take my call.,2015-02-22
14174,neutral,American,SouljaCoy,"@AmericanAir yep, they moved me to 16A as they showed me flying ""standby""",2015-02-22
14175,negative,American,U2Ken,@AmericanAir understand the weather but would be nice to hear an apology on the phone when you moved my flight to an inconvenient day,2015-02-22
14176,negative,American,WishUpon_26,"@AmericanAir My baggage is lost, my flight Cancelled Flightled and i get no accommodations? Not even to another airline. At least one free hotel?",2015-02-22
14177,neutral,American,dgoot,@AmericanAir I'm on 1024 into Dallas. Do I have any chance of catching 2238 to Boston? Do I need to run from Gate D6 to A15?.,2015-02-22
14178,negative,American,JonKohler,@AmericanAir AA I need a Hail Mary. How do I get from Dallas to Joplin JLN in the next 14 hours. Willing to fly to other airports and drive,2015-02-22
14179,negative,American,HaileyUrban,@AmericanAir I've been on hold for about 3 and a half hours now. Thanks for Cancelled Flighting my flight and not notifying me.,2015-02-22
14180,negative,American,ChaimOsina,@AmericanAir rude gate agent by AA363 ORD-LGA just now. Seems to have a temper. Made me check in a bag that fit INSIDE the sizer.,2015-02-22
14181,neutral,American,kudzugirl,"@AmericanAir Hi ho, hi ho. It's off to work I go. #WeeklyCommuteOnAA http://t.co/JQHg4jTm4w",2015-02-22
14182,negative,American,BioMoneyTrees,@AmericanAir you put a sour taste on this customer’s vacation. it was joke watching those “we care thanks for choosing us” videos,2015-02-22
14183,neutral,American,AlfonsoSandova3,@AmericanAir are you expecting flights out of DFW to be Cancelled Flightled tomorrow AM and afternoon?,2015-02-22
14184,negative,American,macario2,@AmericanAir help us here !!! We are stuck here @jfk for more than 24hours! !we need to go home #flight919 #saveus,2015-02-22
14185,negative,American,hovy5019,@AmericanAir lets me get in line for call back in over 2 hours. I'll just hope the 1 ticket left on the flight I want is still there Late Flightr.,2015-02-22
14186,negative,American,poolinenaidoo,@AmericanAir Flight  AA1691 LAX to LAS closes too early and gate agents give us hassles #PatheticCX,2015-02-22
14187,negative,American,BioMoneyTrees,@AmericanAir I am honestly in shock how this process and service compares to my other airline experiences. Not really sure what to say...,2015-02-22
14188,negative,American,Durrant71,"@AmericanAir here we go again #aa106 ""Plane not ready"". Are we going to find the crew run out of time again like last night #shortstaffed",2015-02-22
14189,negative,American,drguzman,@AmericanAir flight 3056 DFW still has all passengers sitting on the plane waiting for luggage to be loaded,2015-02-22
14190,neutral,American,peteerboe,@AmericanAir At what e-mail adress can I send your CEO Mr. Doug Parker a letter that he hopefully reads?,2015-02-22
14191,negative,American,DrAndyBaldwin,"@AmericanAir why does your customer service line say ""we are experiencing high call volume"" and then spontaneously hangup on the person?",2015-02-22
14192,negative,American,tomrquicksell,@AmericanAir well its been over 4 hours now and still no one has picked up   try paying overtime and bring in more people,2015-02-22
14193,neutral,American,KyleSauce,@AmericanAir What's the best way to check on any delays or Cancelled Flightlations for my flight out of DFW on Tuesday?,2015-02-22
14194,positive,American,SavageRoyal,@americanair @bershawnjackson big UPS to Newark airport staff &amp;&amp; D.Dean. I was also treated lovely while I was in town. ❤❤,2015-02-22
14195,negative,American,KerithBurke,@AmericanAir pleaseeee find my suitcase. I want deoderant and a clean shirt for work tomorrow :(,2015-02-22
14196,neutral,American,TimMoore,@AmericanAir Here you go https://t.co/oM1vIEg74a,2015-02-22
14197,neutral,American,julesecruz,"@AmericanAir Hey, so... I think I left my wallet on you. Can I have it back, please?",2015-02-22
14198,positive,American,PLHamel,"@AmericanAir ok, thanks you! Have a great night AA team!",2015-02-22
14199,neutral,American,BurkhalterTrvl,@AmericanAir - Can you please give me a travel agent support phone number? I cant find it on your website. Thanks.,2015-02-22
14200,negative,American,point_princess,@AmericanAir any idea what's up with flight AA3181?,2015-02-22
14201,negative,American,SummerofGus1,@AmericanAir your maint delay left us stuck in den!! Flight 1080.  Been on plane for 7 hrs.  Stop flying broke french planes!,2015-02-22
14202,negative,American,macario2,@AmericanAir sucks!! Teco teco #reclameaqui #TripAdvisor http://t.co/auGJsCmoLu,2015-02-22
14203,negative,American,cbratch67,@AmericanAir  You can't get us to Cincy but our luggage will still go there tonight? Stranded us in Dallas for 2 days w/o clothes? #Yousuck,2015-02-22
14204,negative,American,c_cgottlieb,@AmericanAir It just hangs up and your agents on the ground are useless. How don't I have a seat on a first class ticket booked weeks ago?,2015-02-22
14205,negative,American,_BLeLLeN_,@AmericanAir ive literally been holding for more than 2 HOURS now. i was told 2hrs. You all are sabotaging any chance i have of getting home,2015-02-22
14206,negative,American,rafalotto,@AmericanAir we're still here guys - you are the worst,2015-02-22
14207,negative,American,rafalotto,@AmericanAir 24 hours on the AirPort,2015-02-22
14208,negative,American,dibs65,@AmericanAir - don't understand why I have zero Flt info- no email- 2 he wait time on ph lines- so much for Advan Mem :(,2015-02-22
14209,negative,American,RobVyvey,@AmericanAir ok so why is it Late Flight? And for that matter why was my flight 4491 Cancelled Flighted this morning? I've been in YYZ since 5 AM.,2015-02-22
14210,negative,American,BMichael319,"@AmericanAir plane breaks, unloads the passengers, told to re enter to only come back off. Flight Cancelled Flightled, missed wedding. #badbusiness",2015-02-22
14211,negative,American,dibs65,@AmericanAir - very upset with my hometown airline. Stuck in Den Flt Cancelled Flightled. Others here with me got new Flt info,2015-02-22
14212,negative,American,Lioninflorida,@AmericanAir absolutely worse cust. Svc ever experienced in 25 yrs of flying.  Supvrs at iah extremely rude. #poorservice #travel,2015-02-22
14213,negative,American,Asigottech,"@AmericanAir Kid upset, my staff upset (one accused of stealing fruit!!!!!) mistreatment due to airline policy of an Austic child.",2015-02-22
14214,negative,American,MeereeneseKnot,@AmericanAir I have been trying to get through to someone about my Cancelled Flightled flight tomorrow for over 4 hours.,2015-02-22
14215,negative,American,breakthemark,@AmericanAir Trip cut 7 hrs short due to flight change/massive layovers/ no peanuts or crackers/ asked for H2O and received about 2oz.,2015-02-22
14216,negative,American,McKennon,@AmericanAir Flight's Cancelled Flightled. Website says to call phone number.Phone says to check online.  How am I supposed to get some help?,2015-02-22
14217,negative,American,rosieblisss,@AmericanAir yes. We spent the whole day talking to agents and someone finally offered to let him stay in a hotel,2015-02-22
14218,negative,American,cloop87,@AmericanAir flight from JFK to EGE was cxld after on runway for an hour. Flight moved to 7am but they won't give luggage back. Nice.,2015-02-22
14219,negative,American,lesleysiu,@AmericanAir delayed for two hours at ORD--&gt;CDG the one time I need to be there to catch a train... 😒,2015-02-22
14220,negative,American,LIGal19,@AmericanAir not to mention its a three hour wait to get an agent on the phone.,2015-02-22
14221,negative,American,Eleonora7,@AmericanAir Cancelled Flighted our flight and now are still delayed...NOT COOL.,2015-02-22
14222,negative,American,SchrierCar,@AmericanAir we did for the last 8 hours.  Your customer service is horrendous.  I should have flown Delta,2015-02-22
14223,negative,American,drguzman,@AmericanAir there is a full flight of customers sitting on the plane waiting for baggage to be loaded on AA 356 in DFW - why? 2 hour delay,2015-02-22
14224,negative,American,LIGal19,@AmericanAir why a different airport! I have no way of getting to a different airport.,2015-02-22
14225,negative,American,tumitran,"@AmericanAir AA agent said I repeated myself when I was explaining. I told him ""I understand English."" His reply?""Our conversation is over.""",2015-02-22
14226,negative,American,dotnetnate,"@AmericanAir long wait? I literally went shopping at 3 different centers, had lunch and prepared dinner. surprise, it's winter! staff better",2015-02-22
14227,negative,American,SandraSSaid,@AmericanAir AA 1657 was also over an hour Late Flight to depart Ohare and now we have no luggage. Not happy standing in a long line at baggage svc,2015-02-22
14228,negative,American,StarkJedi,@AmericanAir is flight 2934 dfw to gsp going to be Cancelled Flightled tomorrow?,2015-02-22
14229,negative,American,redpaintrain,@AmericanAir Stuck on the plane in Charlotte.  Going to miss my connection.  No words from staff. Maybe some damn pretzels?,2015-02-22
14230,neutral,American,HowardSlutsken,"@AmericanAir Do you happen to know if that plane will be repainted, or fly ""off into the sunset?""",2015-02-22
14231,negative,American,kathyjazztx,@AmericanAir - AA1344 Cancelled Flighted on 2.23 - rebooked on us air 623/544 on 2.24. Has to be a nonstop on 2.24 for us (2)?,2015-02-22
14232,negative,American,cwalshnews,@AmericanAir today's wait was a violation of #dot #passengerbillofrights http://t.co/GxvFumn3iZ,2015-02-22
14233,negative,American,SandraSSaid,@AmericanAir arrived in lax from ord flight AA1657 NO LUGGAGE,2015-02-22
14234,negative,American,5amantha_marie,"@AmericanAir I've got a BA flight as your airport couldn't accommodate us. We were left without any info. No vouchers for food,nothing.",2015-02-22
14235,negative,American,natnicc,@AmericanAir flight 1019 I need 2 b on the first flight out frm MIA 2 TPA. I'm extremely irritated. I've been at this airport for 5.5 hrs.,2015-02-22
14236,positive,American,hautetravelgirl,@AmericanAir many trips coming up!  I will see you soon 😃,2015-02-22
14237,neutral,American,fritzmt,@AmericanAir message and pics sent...,2015-02-22
14238,negative,American,drguzman,@AmericanAir flight 3056 in D/FW now delayed 2 hours waiting sitting in plane for baggage to be loaded - why?,2015-02-22
14239,negative,American,MariaJesusV,@AmericanAir … Been trying to book a whole new flight since 2 hours!! what is wrong with your website?,2015-02-22
14240,neutral,American,nrtaylor92,@AmericanAir Considering it was purchased on the 21st and I attempted to use it again on the 21st I believe it would fit these parameters.,2015-02-22
14241,positive,American,wooqiaoqi,"@AmericanAir pretty impressed with the in flight entertainment. Full touch, usable, smooth, good selection.",2015-02-22
14242,negative,American,MariaJesusV,@AmericanAir Now your site is not working! WTF,2015-02-22
14243,negative,American,la_anne,"@AmericanAir @Delta @JetBlue can you help? @SpiritAirlines is in the wrong, stuck in Florida 3days. They need to learn from real airlines.",2015-02-22
14244,negative,American,JamieStrong38,@AmericanAir it wasn't ' disrupted' it was Cancelled Flightled. Airport agents were horrendous. Sharon was your saviour,2015-02-22
14245,positive,American,HertzOnMyCouch,@AmericanAir I'm great thanks keep up the good work,2015-02-22
14246,negative,American,vanessaannz,@AmericanAir my flight has been delayed &amp; I can't talk reach anyone in customer service because of high call volume.,2015-02-22
14247,negative,American,219jondn,@AmericanAir why does your RTW planner (spec. Circle Pacific) not let me even plan the demo routes from your website?,2015-02-22
14248,negative,American,celiseev,@AmericanAir @dfwairport listening to all the flights taking off over my house and kicking myself for Flight Booking Problems an AM flight tomorrow. Iceday?,2015-02-22
14249,negative,American,la_anne,@AmericanAir @Delta @JetBlue I am going to be stuck in Florida for 3 days because @SpiritAirlines wouldn't hold my connecting flight to LGA,2015-02-22
14250,neutral,American,colts482,"@AmericanAir yes, I will do just that as soon as I have a moment to gather my thoughts.",2015-02-22
14251,negative,American,SilverStim,@AmericanAir I even went to ticket counter and got no help,2015-02-22
14252,negative,American,McKennon,@AmericanAir Just learned my flight is Cancelled Flightled.can't get through by phone and don't see any option for assistance online. Any suggestions?,2015-02-22
14253,negative,American,larrylarry,"@AmericanAir Got an email about an itinerary change, but can't seem to get to anyone on phone. New flight time doesn't work for me. Help?",2015-02-22
14254,neutral,American,MO3TVida,@AmericanAir please help my flight appears Cancelled Flight 1503 from ft. Lauderdale to Dallas to LAX. Is there anything leaving from Mia or FLL? ThxU,2015-02-22
14255,negative,American,quadbaconHD,"@AmericanAir 's computer systems are down, can't leave without a flight plan! Any ETA, American air?",2015-02-22
14256,negative,American,mattlurrie,.@AmericanAir ReFlight Booking Problems for the following day is unacceptable. DMing you that and our phone number.,2015-02-22
14257,negative,American,totestoked,@AmericanAir I want the flight I have on hold. I don't want a new flight.,2015-02-22
14258,negative,American,Mwoodshop,@AmericanAir Sitting at the gate on Flight 719 for an hour due to Sabre being down. What backup plan is in place if Sabre cannot be fixed?,2015-02-22
14259,neutral,American,KuperMini,@AmericanAir @dfwairport got rebooked through the AA online app.,2015-02-22
14260,negative,American,CineDrones,@AmericanAir please pray for us that our gear is not lost or stolen due to YOUR incompetent employees. #CNN #ABCNews #MSNBC #Photography,2015-02-22
14261,positive,American,jkhoey,@AmericanAir shoutout to the agent on duty now @ Gate B1 #ABQ / outstanding customer service w delayed FLT 336 http://t.co/OoEJ4d4JoP,2015-02-22
14262,negative,American,bfriend10,@AmericanAir ...is this how you want to treat your platinum (and two gold) flyers??,2015-02-22
14263,negative,American,CineDrones,@AmericanAir Your gate attendants in ABQ are awful as was your service. You should be ashamed. Terrible experience here from start to finish,2015-02-22
14264,negative,American,bfriend10,"@AmericanAir Still sitting in airport as 6:05 flt delayed until 6:55...but still not boarding, what is happening?  No info....",2015-02-22
14265,negative,American,andrearothcraig,"@AmericanAir @sa_craig no gate agent, and only 3 PA updates for 3 hours, hinted at abandonment. horrible experience for all passengers.",2015-02-22
14266,negative,American,bfriend10,"@AmericanAir been a very long day in Philly...12:13pm flt to ORD Cancelled Flighted with NO notice, no message, no email.  NOT NICE FOR WE PLATINUMS.",2015-02-22
14267,negative,American,farfalla818,@AmericanAir my travel for tomorrow was Cancelled Flightled and then stupidly rebooked for tomorrow! I can't get through to reservations!,2015-02-22
14268,neutral,American,KiraMercedes_,@AmericanAir what name and department does it come under? Thanks,2015-02-22
14269,negative,American,MattWalter13,@AmericanAir 1416 Cancelled Flightled? Can't get out for two days? No explanation?,2015-02-22
14270,negative,American,andrearothcraig,"@AmericanAir @sa_craig no, not helped one bit. actually ended up driving home due to extreme disorganization and lack of communication.",2015-02-22
14271,negative,American,letyak,@AmericanAir United needs our ticket number since you rebooked us and you gave the incorrect ticket number now we can't check in #help,2015-02-22
14272,negative,American,sarrraright,#nothelpful MT @AmericanAir: Our call volume is extremely high today. Our apologies. Please continue contacting Reservations for assistance.,2015-02-22
14273,negative,American,KellyOlexa,"@AmericanAir I've been trying to call to cxl a reservation for tomorrow, due to needing surgery this week - cannot get through?",2015-02-22
14274,negative,American,galen_emery,@AmericanAir I can't keep dialing you guys all day. Can I get into the callback queue?,2015-02-22
14275,neutral,American,PepdogSez,@AmericanAir Cancelled Flight previous request. Will accept ticket number for document number,2015-02-22
14276,negative,American,lindseyjerin,@AmericanAir I've called that and they said they can't help me and it's out of their hands. I really feel like an under appreciated customer,2015-02-22
14277,neutral,American,albertiagustin,@AmericanAir 62 inches !?,2015-02-22
14278,positive,American,DanielLassman,@AmericanAir Thank you. Good suggestion. I checked and we were not rebooked. We'll keep checking and looking for other flights,2015-02-22
14279,negative,American,jenw714,@AmericanAir they could be seen if your horrible customer service group would actually update the information! Never fly American again!,2015-02-22
14280,neutral,American,PepdogSez,@AmericanAir Am on web site requesting refund for Cancelled Flightled flight. It requires numerical document number. Where get it?,2015-02-22
14281,positive,American,louiswoof,"@AmericanAir Hmm. Looks like you looked at my tweet from last month, not this one. Was able to get U.K. agent to help me, thanks.",2015-02-22
14282,negative,American,LeoSouza1977,"@AmericanAir Stuck on a plane at JFK: food was not on the plane now we need to wait crew to push back the plane. Good job, AA!",2015-02-22
14283,negative,American,cwalshnews,@AmericanAir no one met flight 1081 to LAX to tell passengers where to go or what flights they were rebooked on #badmgmt #AmericanAirlines,2015-02-22
14284,negative,American,Cameratown,@AmericanAir while I'm aggravated - shouldn't baggage fees disappear now that gas prices have dropped?,2015-02-22
14285,positive,American,Dawn_Davis,"“@AmericanAir: @Dawn_Davis You're very welcome, Dawn. We love taking you flying. Let's do it again!” Again in 1 week!",2015-02-22
14286,negative,American,praywinn,@americanair never fails to disappoint. waiting at jfk an hour after scheduled take off and still no word on departure,2015-02-22
14287,negative,American,Princessk91,"@AmericanAir one of my luggage didn't made it onto my flight, hope it really gets here tomorrow, as I was told 😓😭",2015-02-22
14288,negative,American,edhgro,"@AmericanAir lost my wife's luggage and nobody gives you and answer, all they say is go here or call there.",2015-02-22
14289,neutral,American,exclusiveaccess,@AmericanAir check your dm pls,2015-02-22
14290,negative,American,cwalshnews,@AmericanAir why don't you have driver service to get employees to work in bad weather like hospitals etc #badmgmt #AmericanAirlines,2015-02-22
14291,negative,American,Cameratown,@AmericanAir the fact that that rule makes it poor customer service. I can Cancelled Flight/change on @SouthwestAir with no penalty or hoops.,2015-02-22
14292,positive,American,TreyWheelerCEO,@AmericanAir Thank you! You will see me :),2015-02-22
14293,negative,American,clara_ennist,@AmericanAir a phone call or email when you Cancelled Flight a flight would be lovely.,2015-02-22
14294,neutral,American,afeltus,@AmericanAir a guy try right...,2015-02-22
14295,negative,American,erina_jones,@AmericanAir You've now put me on a BA flight - can I get access for 2 for the lounge? Been at ORD for 11.5 hrs now and still have 5 to go.,2015-02-22
14296,negative,American,cwalshnews,@AmericanAir flight 1081 from IAD to LAX sat for more than 3hrs because ground crew couldn't drive in snow #badmgmt #AmericanAirlines,2015-02-22
14297,positive,American,lmaxwell11,"@AmericanAir Haha I had a boarding pass for 12B, was boarding the plane and the gate agent told me to go to 41G. I'm here now. No worries.",2015-02-22
14298,negative,American,Hoffbuhr,@AmericanAir you cxl both my flights to/from DFW to CLL w/o notice then treat me like trash on the phone and offer no compensation? WTH?,2015-02-22
14299,negative,American,manuel_c,"As am I, @AmericanAir - but thankfully there was a @united lounge next door. Really not impressed by oneworld partnerships :(",2015-02-22
14300,negative,American,CavaTed,@AmericanAir delayed.....wow,2015-02-22
14301,negative,American,kaps12,@AmericanAir My flt AA375 for 02/23 got cncled and i cant get hold of a CSR so i can get alternate arrangement. Plz help,2015-02-22
14302,negative,American,letyak,@AmericanAir our flight was Cancelled Flightled and rebooked to United. You didn't give them accurate ticket number now we can't check in. #annoyed,2015-02-22
14303,negative,American,jameswester,@AmericanAir You guys are totally losing me. I've been an AA fan for years but telling me reps are busy and hanging up on me is really bad.,2015-02-22
14304,negative,American,rhowltx,"@AmericanAir @NY_NJairports AA1224: 45 mins for Priority bags to arrive, now Late Flight for evening plans! Delta 20 min bag guarantee anyone? :(",2015-02-22
14305,negative,American,cjdjpdx,@AmericanAir sitting in a 2 hour long at least phone queue. Hoping I get things rebooked in time or at least some plastic wings. #tears,2015-02-22
14306,negative,American,weshartley,@AmericanAir it's always better to find out equipment is INOP on the ground than in the air! #safetyfirst,2015-02-22
14307,negative,American,andreawalls21,@AmericanAir is rude a hiring requirement at key west airport shaking my head,2015-02-22
14308,neutral,American,mirmanwar,@AmericanAir can I DM you info?,2015-02-22
14309,negative,American,ezemanalyst,"@AmericanAir 11 out of 11 delayed flights, you suck and getting worse",2015-02-22
14310,negative,American,PatrichRuben,@AmericanAir Tired of sitting on a delayed #1702 again and again computer down,2015-02-22
14311,negative,American,georgetietjen,@AmericanAir @dotnetnate Two hour wait for EXPs as I sit on a JFK PHX flight because US computers are down. Any shot at an LAX flight?,2015-02-22
14312,positive,American,SarahM0en,@AmericanAir awesome! Thx,2015-02-22
14313,negative,American,chuneke,"@AmericanAir @SeguineJ AA - this is a joke, right? That line isn't even accepting calls right now - they just hang up.",2015-02-22
14314,negative,American,jtotheizzoe,"@AmericanAir yes, and rebooked incorrectly.",2015-02-22
14315,negative,American,mattireland238,"@AmericanAir fair enough. But they could have at least told us. Once again it's the lack of communication. Delays happen, just tell me",2015-02-22
14316,negative,American,SentieriMelinda,@AmericanAir even with calls you haven't been able to help us anyway. #nevergettinghome,2015-02-22
14317,negative,American,rakugojon,@AmericanAir 2293 is the Cancelled Flightled one,2015-02-22
14318,positive,American,ChipAcker,@AmericanAir 1138 got us to LGA safely. Thanks for taking the time to make the plane safe before flying!,2015-02-22
14319,negative,American,sarahzou,"@AmericanAir Cancelled Flightled my flight, didn't notify me, and I can only rebook by phone, but can't get through to an agent. Epic. Fail.",2015-02-22
14320,negative,American,jadedhippie09,"@AmericanAir i was just severely upset by the rude cs rep. I get she's prob stressed, but I am too! An ""aw, let me help"" cld mk it btr",2015-02-22
14321,negative,American,jadedhippie09,"@AmericanAir while I'm sensitive to this fact, I don't believe that warrants poor service. A little help &amp; compassion goes a long way.",2015-02-22
14322,positive,American,benkohl,@AmericanAir Flight attendant #YeseniaHernandez provided excellent service among peculiar conditions throughout the day ✈ :-),2015-02-22
14323,negative,American,SeguineJ,@AmericanAir I did. 5 times. With 4 of those being hung up on. The other one it finally sent me to the call back notification. #FixYourStuff,2015-02-22
14324,negative,American,MarciNeedham,"@AmericanAir complt incompetence on flt 295.Lav delay from a pln that lnded last nite, no internet and poor svc. Not what I expect from u.",2015-02-22
14325,positive,American,BethanySWinters,@AmericanAir Just landed - crew couldn't have been more gracious or accommodating. Although a long delay I appreciate your prompt response!,2015-02-22
14326,negative,American,JasonShaw2,@AmericanAir why would I bother wasting my time calling them when they are gunna do nothing,2015-02-22
14327,negative,American,tim_sheehy,@AmericanAir five times at last count,2015-02-22
14328,negative,American,Aero0729,@AmericanAir as usual my next flight shows on time but it's suppose to leave in 5 minutes and hasn't boarded,2015-02-22
14329,negative,American,rakugojon,@AmericanAir 250 I'm not sure if I'm rebooked now. In a line at airport trying to work it out. The earlier I can get to SFO the better:(,2015-02-22
14330,negative,American,skyfullofbacon,"@AmericanAir Orbitz has only shown ""priority"" seats since we booked &amp; paid 3 weeks ago.",2015-02-22
14331,negative,American,Fly_Shreveport,"@AmericanAir has Cancelled Flighted their last 3 flight into SHV tonight &amp; all flights for tomorrow, Feb. 23, out of SHV and multiple flight into SHV.",2015-02-22
14332,negative,American,Aero0729,@AmericanAir this might look good but the pita is inedible. Last year delicious shrimp cocktail. This year garbage http://t.co/Sotl8XQsrp,2015-02-22
